o,d,mode,component,value,unit,status,source
209,206,car,ivt,14.511,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
209,207,car,ivt,12.351,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
209,208,car,ivt,10.200,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
209,209,car,ivt,7.657,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
209,210,car,ivt,11.702,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
209,211,car,ivt,14.843,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
209,212,car,ivt,16.305,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
209,213,car,ivt,23.090,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
209,214,car,ivt,28.555,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
209,215,car,ivt,34.495,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
209,216,car,ivt,46.953,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
209,217,car,ivt,61.995,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
209,101,car,ivt,24.566,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
209,102,car,ivt,23.339,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
209,103,car,ivt,20.807,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
209,104,car,ivt,18.395,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
209,301,car,ivt,22.538,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
209,302,car,ivt,20.617,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
209,303,car,ivt,18.539,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
209,304,car,ivt,16.542,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
210,201,car,ivt,20.283,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
210,202,car,ivt,22.090,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
210,203,car,ivt,20.970,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
210,204,car,ivt,21.944,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
210,205,car,ivt,22.052,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
210,206,car,ivt,20.075,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
210,207,car,ivt,17.392,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
210,208,car,ivt,15.345,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
210,209,car,ivt,12.046,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
210,210,car,ivt,11.154,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
210,211,car,ivt,11.968,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
210,212,car,ivt,13.618,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
210,213,car,ivt,19.757,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
210,214,car,ivt,25.278,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
210,215,car,ivt,30.886,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
210,216,car,ivt,42.519,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
210,217,car,ivt,57.165,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
210,101,car,ivt,23.849,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
210,102,car,ivt,22.178,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
210,103,car,ivt,19.304,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
210,104,car,ivt,16.167,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
210,301,car,ivt,22.367,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
210,302,car,ivt,20.392,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
210,303,car,ivt,18.304,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
210,304,car,ivt,15.330,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
211,201,car,ivt,24.616,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
211,202,car,ivt,25.339,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
211,203,car,ivt,23.869,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
211,204,car,ivt,24.090,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
211,205,car,ivt,24.023,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
211,206,car,ivt,21.062,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
211,207,car,ivt,19.151,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
211,208,car,ivt,17.499,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
211,209,car,ivt,14.426,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
211,210,car,ivt,10.280,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
211,211,car,ivt,5.729,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
211,212,car,ivt,8.439,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
211,213,car,ivt,15.702,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
211,214,car,ivt,21.079,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
211,215,car,ivt,27.011,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
211,216,car,ivt,39.558,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
211,217,car,ivt,54.967,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
211,101,car,ivt,19.640,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
211,102,car,ivt,17.454,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
211,103,car,ivt,15.045,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
211,104,car,ivt,12.119,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
211,301,car,ivt,18.404,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
211,302,car,ivt,16.485,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
211,303,car,ivt,13.194,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
211,304,car,ivt,11.637,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
212,201,car,ivt,26.830,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
212,202,car,ivt,24.610,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
212,203,car,ivt,25.778,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
212,204,car,ivt,25.835,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
212,205,car,ivt,25.630,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
212,206,car,ivt,24.772,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
212,207,car,ivt,20.784,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
212,208,car,ivt,19.020,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
212,209,car,ivt,16.489,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
212,210,car,ivt,13.618,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
212,211,car,ivt,9.237,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
212,212,car,ivt,6.623,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
212,213,car,ivt,13.134,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
212,214,car,ivt,19.141,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
212,215,car,ivt,26.366,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
212,216,car,ivt,46.684,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
212,217,car,ivt,51.773,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
212,101,car,ivt,17.792,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
212,102,car,ivt,15.920,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
212,103,car,ivt,11.612,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
212,104,car,ivt,9.773,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
212,301,car,ivt,16.841,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
212,302,car,ivt,14.125,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
212,303,car,ivt,13.322,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
212,304,car,ivt,10.198,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
213,201,car,ivt,32.973,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
213,202,car,ivt,32.422,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
213,203,car,ivt,32.359,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
213,204,car,ivt,32.321,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
213,205,car,ivt,32.001,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
213,206,car,ivt,28.864,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
213,207,car,ivt,27.215,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
213,208,car,ivt,25.136,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
213,209,car,ivt,21.315,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
213,210,car,ivt,19.033,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
213,211,car,ivt,15.570,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
213,212,car,ivt,14.053,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
213,213,car,ivt,4.525,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
213,214,car,ivt,13.929,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
213,215,car,ivt,18.639,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
213,216,car,ivt,31.757,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
213,217,car,ivt,48.075,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
213,101,car,ivt,16.419,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
213,102,car,ivt,14.422,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
213,103,car,ivt,13.771,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
213,104,car,ivt,13.575,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
213,301,car,ivt,17.112,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
213,302,car,ivt,16.303,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
213,303,car,ivt,16.018,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
213,304,car,ivt,14.768,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
214,201,car,ivt,37.730,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
214,202,car,ivt,35.873,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
214,203,car,ivt,37.888,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
214,204,car,ivt,37.931,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
214,205,car,ivt,37.644,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
214,206,car,ivt,34.515,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
214,207,car,ivt,32.841,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
214,208,car,ivt,31.222,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
214,209,car,ivt,28.578,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
214,210,car,ivt,24.786,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
214,211,car,ivt,21.229,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
214,212,car,ivt,20.367,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
214,213,car,ivt,12.507,min,derived,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
214,214,car,ivt,4.824,min,measured,"THS 2017/18 AM car trips, door-to-door TrvlTime; EB blend with t = a + b·km where < 10 sampled"
